filepath,speaker_id,class_label
C:\STREAMSENSE\data\raw\go\32561e9e_nohash_0.wav,476,9
C:\STREAMSENSE\data\raw\yes\977a3be4_nohash_0.wav,1405,0
C:\STREAMSENSE\data\raw\yes\977a3be4_nohash_1.wav,1405,0
C:\STREAMSENSE\data\raw\no\977a3be4_nohash_0.wav,1405,1
C:\STREAMSENSE\data\raw\down\977a3be4_nohash_0.wav,1405,3
C:\STREAMSENSE\data\raw\down\977a3be4_nohash_1.wav,1405,3
C:\STREAMSENSE\data\raw\left\977a3be4_nohash_0.wav,1405,4
C:\STREAMSENSE\data\raw\right\977a3be4_nohash_0.wav,1405,5
C:\STREAMSENSE\data\raw\on\977a3be4_nohash_0.wav,1405,6
C:\STREAMSENSE\data\raw\on\977a3be4_nohash_1.wav,1405,6
C:\STREAMSENSE\data\raw\on\977a3be4_nohash_2.wav,1405,6
C:\STREAMSENSE\data\raw\stop\977a3be4_nohash_0.wav,1405,8
C:\STREAMSENSE\data\raw\go\977a3be4_nohash_0.wav,1405,9
C:\STREAMSENSE\data\raw\no\8dc26a15_nohash_0.wav,1322,1
C:\STREAMSENSE\data\raw\no\8dc26a15_nohash_1.wav,1322,1
C:\STREAMSENSE\data\raw\up\8dc26a15_nohash_0.wav,1322,2
C:\STREAMSENSE\data\raw\right\8dc26a15_nohash_0.wav,1322,5
C:\STREAMSENSE\data\raw\on\8dc26a15_nohash_0.wav,1322,6
C:\STREAMSENSE\data\raw\off\8dc26a15_nohash_0.wav,1322,7
C:\STREAMSENSE\data\raw\off\8dc26a15_nohash_1.wav,1322,7
C:\STREAMSENSE\data\raw\off\8dc26a15_nohash_2.wav,1322,7
C:\STREAMSENSE\data\raw\off\8dc26a15_nohash_3.wav,1322,7
C:\STREAMSENSE\data\raw\stop\8dc26a15_nohash_0.wav,1322,8
C:\STREAMSENSE\data\raw\stop\8dc26a15_nohash_1.wav,1322,8
C:\STREAMSENSE\data\raw\go\8dc26a15_nohash_0.wav,1322,9
C:\STREAMSENSE\data\raw\yes\f35eedd7_nohash_0.wav,2282,0
C:\STREAMSENSE\data\raw\no\f35eedd7_nohash_0.wav,2282,1
C:\STREAMSENSE\data\raw\up\f35eedd7_nohash_0.wav,2282,2
C:\STREAMSENSE\data\raw\up\f35eedd7_nohash_1.wav,2282,2
C:\STREAMSENSE\data\raw\up\f35eedd7_nohash_2.wav,2282,2
C:\STREAMSENSE\data\raw\left\f35eedd7_nohash_0.wav,2282,4
C:\STREAMSENSE\data\raw\right\f35eedd7_nohash_0.wav,2282,5
C:\STREAMSENSE\data\raw\off\f35eedd7_nohash_0.wav,2282,7
C:\STREAMSENSE\data\raw\stop\f35eedd7_nohash_0.wav,2282,8
C:\STREAMSENSE\data\raw\yes\c392e01d_nohash_0.wav,1839,0
C:\STREAMSENSE\data\raw\yes\c392e01d_nohash_1.wav,1839,0
C:\STREAMSENSE\data\raw\yes\c392e01d_nohash_2.wav,1839,0
C:\STREAMSENSE\data\raw\no\c392e01d_nohash_0.wav,1839,1
C:\STREAMSENSE\data\raw\up\c392e01d_nohash_0.wav,1839,2
C:\STREAMSENSE\data\raw\up\c392e01d_nohash_1.wav,1839,2
C:\STREAMSENSE\data\raw\left\c392e01d_nohash_0.wav,1839,4
C:\STREAMSENSE\data\raw\left\c392e01d_nohash_1.wav,1839,4
C:\STREAMSENSE\data\raw\left\c392e01d_nohash_2.wav,1839,4
C:\STREAMSENSE\data\raw\right\c392e01d_nohash_0.wav,1839,5
C:\STREAMSENSE\data\raw\off\c392e01d_nohash_0.wav,1839,7
C:\STREAMSENSE\data\raw\stop\c392e01d_nohash_0.wav,1839,8
C:\STREAMSENSE\data\raw\yes\a77fbcfd_nohash_0.wav,1557,0
C:\STREAMSENSE\data\raw\yes\a77fbcfd_nohash_1.wav,1557,0
C:\STREAMSENSE\data\raw\yes\a77fbcfd_nohash_2.wav,1557,0
C:\STREAMSENSE\data\raw\yes\a77fbcfd_nohash_3.wav,1557,0
C:\STREAMSENSE\data\raw\yes\a77fbcfd_nohash_4.wav,1557,0
C:\STREAMSENSE\data\raw\no\a77fbcfd_nohash_0.wav,1557,1
C:\STREAMSENSE\data\raw\no\a77fbcfd_nohash_1.wav,1557,1
C:\STREAMSENSE\data\raw\no\a77fbcfd_nohash_2.wav,1557,1
C:\STREAMSENSE\data\raw\no\a77fbcfd_nohash_3.wav,1557,1
C:\STREAMSENSE\data\raw\no\a77fbcfd_nohash_4.wav,1557,1
C:\STREAMSENSE\data\raw\up\a77fbcfd_nohash_0.wav,1557,2
C:\STREAMSENSE\data\raw\up\a77fbcfd_nohash_1.wav,1557,2
C:\STREAMSENSE\data\raw\up\a77fbcfd_nohash_2.wav,1557,2
C:\STREAMSENSE\data\raw\up\a77fbcfd_nohash_3.wav,1557,2
C:\STREAMSENSE\data\raw\up\a77fbcfd_nohash_4.wav,1557,2
C:\STREAMSENSE\data\raw\down\a77fbcfd_nohash_0.wav,1557,3
C:\STREAMSENSE\data\raw\down\a77fbcfd_nohash_1.wav,1557,3
C:\STREAMSENSE\data\raw\down\a77fbcfd_nohash_2.wav,1557,3
C:\STREAMSENSE\data\raw\down\a77fbcfd_nohash_3.wav,1557,3
C:\STREAMSENSE\data\raw\left\a77fbcfd_nohash_0.wav,1557,4
C:\STREAMSENSE\data\raw\left\a77fbcfd_nohash_1.wav,1557,4
C:\STREAMSENSE\data\raw\left\a77fbcfd_nohash_2.wav,1557,4
C:\STREAMSENSE\data\raw\left\a77fbcfd_nohash_3.wav,1557,4
C:\STREAMSENSE\data\raw\left\a77fbcfd_nohash_4.wav,1557,4
C:\STREAMSENSE\data\raw\right\a77fbcfd_nohash_0.wav,1557,5
C:\STREAMSENSE\data\raw\right\a77fbcfd_nohash_1.wav,1557,5
C:\STREAMSENSE\data\raw\right\a77fbcfd_nohash_2.wav,1557,5
C:\STREAMSENSE\data\raw\right\a77fbcfd_nohash_3.wav,1557,5
C:\STREAMSENSE\data\raw\right\a77fbcfd_nohash_4.wav,1557,5
C:\STREAMSENSE\data\raw\on\a77fbcfd_nohash_0.wav,1557,6
C:\STREAMSENSE\data\raw\on\a77fbcfd_nohash_1.wav,1557,6
C:\STREAMSENSE\data\raw\on\a77fbcfd_nohash_2.wav,1557,6
C:\STREAMSENSE\data\raw\on\a77fbcfd_nohash_3.wav,1557,6
C:\STREAMSENSE\data\raw\on\a77fbcfd_nohash_4.wav,1557,6
C:\STREAMSENSE\data\raw\off\a77fbcfd_nohash_0.wav,1557,7
C:\STREAMSENSE\data\raw\off\a77fbcfd_nohash_1.wav,1557,7
C:\STREAMSENSE\data\raw\off\a77fbcfd_nohash_2.wav,1557,7
C:\STREAMSENSE\data\raw\off\a77fbcfd_nohash_3.wav,1557,7
C:\STREAMSENSE\data\raw\stop\a77fbcfd_nohash_0.wav,1557,8
C:\STREAMSENSE\data\raw\stop\a77fbcfd_nohash_1.wav,1557,8
C:\STREAMSENSE\data\raw\stop\a77fbcfd_nohash_2.wav,1557,8
C:\STREAMSENSE\data\raw\stop\a77fbcfd_nohash_3.wav,1557,8
C:\STREAMSENSE\data\raw\stop\a77fbcfd_nohash_4.wav,1557,8
C:\STREAMSENSE\data\raw\go\a77fbcfd_nohash_0.wav,1557,9
C:\STREAMSENSE\data\raw\go\a77fbcfd_nohash_1.wav,1557,9
C:\STREAMSENSE\data\raw\go\a77fbcfd_nohash_2.wav,1557,9
C:\STREAMSENSE\data\raw\go\a77fbcfd_nohash_3.wav,1557,9
C:\STREAMSENSE\data\raw\go\a77fbcfd_nohash_4.wav,1557,9
C:\STREAMSENSE\data\raw\up\02e85b60_nohash_0.wav,27,2
C:\STREAMSENSE\data\raw\up\02e85b60_nohash_1.wav,27,2
C:\STREAMSENSE\data\raw\on\02e85b60_nohash_0.wav,27,6
C:\STREAMSENSE\data\raw\on\02e85b60_nohash_1.wav,27,6
C:\STREAMSENSE\data\raw\off\02e85b60_nohash_0.wav,27,7
C:\STREAMSENSE\data\raw\stop\02e85b60_nohash_0.wav,27,8
C:\STREAMSENSE\data\raw\yes\5c39594f_nohash_0.wav,854,0
C:\STREAMSENSE\data\raw\yes\5c39594f_nohash_1.wav,854,0
C:\STREAMSENSE\data\raw\yes\5c39594f_nohash_2.wav,854,0
C:\STREAMSENSE\data\raw\yes\5c39594f_nohash_3.wav,854,0
C:\STREAMSENSE\data\raw\yes\5c39594f_nohash_4.wav,854,0
C:\STREAMSENSE\data\raw\no\5c39594f_nohash_0.wav,854,1
C:\STREAMSENSE\data\raw\no\5c39594f_nohash_1.wav,854,1
C:\STREAMSENSE\data\raw\no\5c39594f_nohash_2.wav,854,1
C:\STREAMSENSE\data\raw\no\5c39594f_nohash_3.wav,854,1
C:\STREAMSENSE\data\raw\up\5c39594f_nohash_0.wav,854,2
C:\STREAMSENSE\data\raw\up\5c39594f_nohash_1.wav,854,2
C:\STREAMSENSE\data\raw\up\5c39594f_nohash_2.wav,854,2
C:\STREAMSENSE\data\raw\up\5c39594f_nohash_3.wav,854,2
C:\STREAMSENSE\data\raw\down\5c39594f_nohash_0.wav,854,3
C:\STREAMSENSE\data\raw\down\5c39594f_nohash_1.wav,854,3
C:\STREAMSENSE\data\raw\down\5c39594f_nohash_2.wav,854,3
C:\STREAMSENSE\data\raw\down\5c39594f_nohash_3.wav,854,3
C:\STREAMSENSE\data\raw\down\5c39594f_nohash_4.wav,854,3
C:\STREAMSENSE\data\raw\left\5c39594f_nohash_0.wav,854,4
C:\STREAMSENSE\data\raw\left\5c39594f_nohash_1.wav,854,4
C:\STREAMSENSE\data\raw\left\5c39594f_nohash_2.wav,854,4
C:\STREAMSENSE\data\raw\left\5c39594f_nohash_3.wav,854,4
C:\STREAMSENSE\data\raw\right\5c39594f_nohash_0.wav,854,5
C:\STREAMSENSE\data\raw\right\5c39594f_nohash_1.wav,854,5
C:\STREAMSENSE\data\raw\right\5c39594f_nohash_2.wav,854,5
C:\STREAMSENSE\data\raw\right\5c39594f_nohash_3.wav,854,5
C:\STREAMSENSE\data\raw\right\5c39594f_nohash_4.wav,854,5
C:\STREAMSENSE\data\raw\on\5c39594f_nohash_0.wav,854,6
C:\STREAMSENSE\data\raw\on\5c39594f_nohash_1.wav,854,6
C:\STREAMSENSE\data\raw\on\5c39594f_nohash_2.wav,854,6
C:\STREAMSENSE\data\raw\on\5c39594f_nohash_3.wav,854,6
C:\STREAMSENSE\data\raw\off\5c39594f_nohash_0.wav,854,7
C:\STREAMSENSE\data\raw\off\5c39594f_nohash_1.wav,854,7
C:\STREAMSENSE\data\raw\off\5c39594f_nohash_2.wav,854,7
C:\STREAMSENSE\data\raw\off\5c39594f_nohash_3.wav,854,7
C:\STREAMSENSE\data\raw\off\5c39594f_nohash_4.wav,854,7
C:\STREAMSENSE\data\raw\stop\5c39594f_nohash_0.wav,854,8
C:\STREAMSENSE\data\raw\stop\5c39594f_nohash_1.wav,854,8
C:\STREAMSENSE\data\raw\stop\5c39594f_nohash_2.wav,854,8
C:\STREAMSENSE\data\raw\stop\5c39594f_nohash_3.wav,854,8
C:\STREAMSENSE\data\raw\stop\5c39594f_nohash_4.wav,854,8
C:\STREAMSENSE\data\raw\go\5c39594f_nohash_0.wav,854,9
C:\STREAMSENSE\data\raw\go\5c39594f_nohash_1.wav,854,9
C:\STREAMSENSE\data\raw\go\5c39594f_nohash_2.wav,854,9
C:\STREAMSENSE\data\raw\yes\7fd25f7c_nohash_0.wav,1182,0
C:\STREAMSENSE\data\raw\yes\7fd25f7c_nohash_1.wav,1182,0
C:\STREAMSENSE\data\raw\yes\7fd25f7c_nohash_2.wav,1182,0
C:\STREAMSENSE\data\raw\yes\7fd25f7c_nohash_3.wav,1182,0
C:\STREAMSENSE\data\raw\yes\7fd25f7c_nohash_4.wav,1182,0
C:\STREAMSENSE\data\raw\no\7fd25f7c_nohash_0.wav,1182,1
C:\STREAMSENSE\data\raw\no\7fd25f7c_nohash_1.wav,1182,1
C:\STREAMSENSE\data\raw\no\7fd25f7c_nohash_2.wav,1182,1
C:\STREAMSENSE\data\raw\no\7fd25f7c_nohash_3.wav,1182,1
C:\STREAMSENSE\data\raw\up\7fd25f7c_nohash_0.wav,1182,2
C:\STREAMSENSE\data\raw\up\7fd25f7c_nohash_1.wav,1182,2
C:\STREAMSENSE\data\raw\up\7fd25f7c_nohash_2.wav,1182,2
C:\STREAMSENSE\data\raw\up\7fd25f7c_nohash_3.wav,1182,2
C:\STREAMSENSE\data\raw\down\7fd25f7c_nohash_0.wav,1182,3
C:\STREAMSENSE\data\raw\down\7fd25f7c_nohash_1.wav,1182,3
C:\STREAMSENSE\data\raw\down\7fd25f7c_nohash_2.wav,1182,3
C:\STREAMSENSE\data\raw\down\7fd25f7c_nohash_3.wav,1182,3
C:\STREAMSENSE\data\raw\left\7fd25f7c_nohash_0.wav,1182,4
C:\STREAMSENSE\data\raw\left\7fd25f7c_nohash_1.wav,1182,4
C:\STREAMSENSE\data\raw\right\7fd25f7c_nohash_0.wav,1182,5
C:\STREAMSENSE\data\raw\right\7fd25f7c_nohash_1.wav,1182,5
C:\STREAMSENSE\data\raw\right\7fd25f7c_nohash_2.wav,1182,5
C:\STREAMSENSE\data\raw\right\7fd25f7c_nohash_3.wav,1182,5
C:\STREAMSENSE\data\raw\right\7fd25f7c_nohash_4.wav,1182,5
C:\STREAMSENSE\data\raw\on\7fd25f7c_nohash_0.wav,1182,6
C:\STREAMSENSE\data\raw\on\7fd25f7c_nohash_1.wav,1182,6
C:\STREAMSENSE\data\raw\on\7fd25f7c_nohash_2.wav,1182,6
C:\STREAMSENSE\data\raw\on\7fd25f7c_nohash_3.wav,1182,6
C:\STREAMSENSE\data\raw\off\7fd25f7c_nohash_0.wav,1182,7
C:\STREAMSENSE\data\raw\off\7fd25f7c_nohash_1.wav,1182,7
C:\STREAMSENSE\data\raw\off\7fd25f7c_nohash_2.wav,1182,7
C:\STREAMSENSE\data\raw\off\7fd25f7c_nohash_3.wav,1182,7
C:\STREAMSENSE\data\raw\off\7fd25f7c_nohash_4.wav,1182,7
C:\STREAMSENSE\data\raw\stop\7fd25f7c_nohash_0.wav,1182,8
C:\STREAMSENSE\data\raw\stop\7fd25f7c_nohash_1.wav,1182,8
C:\STREAMSENSE\data\raw\stop\7fd25f7c_nohash_2.wav,1182,8
C:\STREAMSENSE\data\raw\stop\7fd25f7c_nohash_3.wav,1182,8
C:\STREAMSENSE\data\raw\go\7fd25f7c_nohash_0.wav,1182,9
C:\STREAMSENSE\data\raw\go\7fd25f7c_nohash_1.wav,1182,9
C:\STREAMSENSE\data\raw\no\eda072b5_nohash_0.wav,2222,1
C:\STREAMSENSE\data\raw\right\eda072b5_nohash_0.wav,2222,5
C:\STREAMSENSE\data\raw\no\ab71c9a7_nohash_0.wav,1600,1
C:\STREAMSENSE\data\raw\up\ab71c9a7_nohash_0.wav,1600,2
C:\STREAMSENSE\data\raw\down\ab71c9a7_nohash_0.wav,1600,3
C:\STREAMSENSE\data\raw\down\ab71c9a7_nohash_1.wav,1600,3
C:\STREAMSENSE\data\raw\left\ab71c9a7_nohash_0.wav,1600,4
C:\STREAMSENSE\data\raw\on\ab71c9a7_nohash_0.wav,1600,6
C:\STREAMSENSE\data\raw\stop\ab71c9a7_nohash_0.wav,1600,8
C:\STREAMSENSE\data\raw\yes\e1936ce8_nohash_0.wav,2116,0
C:\STREAMSENSE\data\raw\down\e1936ce8_nohash_0.wav,2116,3
C:\STREAMSENSE\data\raw\left\e1936ce8_nohash_0.wav,2116,4
C:\STREAMSENSE\data\raw\right\e1936ce8_nohash_0.wav,2116,5
C:\STREAMSENSE\data\raw\right\e1936ce8_nohash_1.wav,2116,5
C:\STREAMSENSE\data\raw\off\e1936ce8_nohash_0.wav,2116,7
C:\STREAMSENSE\data\raw\stop\e1936ce8_nohash_0.wav,2116,8
C:\STREAMSENSE\data\raw\stop\e1936ce8_nohash_1.wav,2116,8
C:\STREAMSENSE\data\raw\go\e1936ce8_nohash_0.wav,2116,9
C:\STREAMSENSE\data\raw\go\e1936ce8_nohash_1.wav,2116,9
C:\STREAMSENSE\data\raw\yes\80c17118_nohash_0.wav,1190,0
C:\STREAMSENSE\data\raw\yes\80c17118_nohash_1.wav,1190,0
C:\STREAMSENSE\data\raw\left\80c17118_nohash_0.wav,1190,4
C:\STREAMSENSE\data\raw\left\80c17118_nohash_1.wav,1190,4
C:\STREAMSENSE\data\raw\right\80c17118_nohash_0.wav,1190,5
C:\STREAMSENSE\data\raw\right\80c17118_nohash_1.wav,1190,5
C:\STREAMSENSE\data\raw\on\80c17118_nohash_0.wav,1190,6
C:\STREAMSENSE\data\raw\go\80c17118_nohash_0.wav,1190,9
C:\STREAMSENSE\data\raw\yes\520e8c0e_nohash_0.wav,771,0
C:\STREAMSENSE\data\raw\no\520e8c0e_nohash_0.wav,771,1
C:\STREAMSENSE\data\raw\no\520e8c0e_nohash_1.wav,771,1
C:\STREAMSENSE\data\raw\no\520e8c0e_nohash_2.wav,771,1
C:\STREAMSENSE\data\raw\no\520e8c0e_nohash_3.wav,771,1
C:\STREAMSENSE\data\raw\up\520e8c0e_nohash_0.wav,771,2
C:\STREAMSENSE\data\raw\down\520e8c0e_nohash_0.wav,771,3
C:\STREAMSENSE\data\raw\down\520e8c0e_nohash_1.wav,771,3
C:\STREAMSENSE\data\raw\left\520e8c0e_nohash_0.wav,771,4
C:\STREAMSENSE\data\raw\on\520e8c0e_nohash_0.wav,771,6
C:\STREAMSENSE\data\raw\on\520e8c0e_nohash_1.wav,771,6
C:\STREAMSENSE\data\raw\yes\651d108f_nohash_0.wav,945,0
C:\STREAMSENSE\data\raw\no\651d108f_nohash_0.wav,945,1
C:\STREAMSENSE\data\raw\no\651d108f_nohash_1.wav,945,1
C:\STREAMSENSE\data\raw\down\651d108f_nohash_0.wav,945,3
C:\STREAMSENSE\data\raw\down\651d108f_nohash_1.wav,945,3
C:\STREAMSENSE\data\raw\down\651d108f_nohash_2.wav,945,3
C:\STREAMSENSE\data\raw\right\651d108f_nohash_0.wav,945,5
C:\STREAMSENSE\data\raw\right\651d108f_nohash_1.wav,945,5
C:\STREAMSENSE\data\raw\on\651d108f_nohash_0.wav,945,6
C:\STREAMSENSE\data\raw\on\651d108f_nohash_1.wav,945,6
C:\STREAMSENSE\data\raw\off\651d108f_nohash_0.wav,945,7
C:\STREAMSENSE\data\raw\stop\651d108f_nohash_0.wav,945,8
C:\STREAMSENSE\data\raw\no\187af8be_nohash_0.wav,211,1
C:\STREAMSENSE\data\raw\no\187af8be_nohash_1.wav,211,1
C:\STREAMSENSE\data\raw\up\187af8be_nohash_0.wav,211,2
C:\STREAMSENSE\data\raw\down\187af8be_nohash_0.wav,211,3
C:\STREAMSENSE\data\raw\left\187af8be_nohash_0.wav,211,4
C:\STREAMSENSE\data\raw\on\187af8be_nohash_0.wav,211,6
C:\STREAMSENSE\data\raw\off\187af8be_nohash_0.wav,211,7
C:\STREAMSENSE\data\raw\off\187af8be_nohash_1.wav,211,7
C:\STREAMSENSE\data\raw\stop\187af8be_nohash_0.wav,211,8
C:\STREAMSENSE\data\raw\yes\37dca74f_nohash_0.wav,527,0
C:\STREAMSENSE\data\raw\yes\37dca74f_nohash_1.wav,527,0
C:\STREAMSENSE\data\raw\yes\37dca74f_nohash_2.wav,527,0
C:\STREAMSENSE\data\raw\yes\37dca74f_nohash_3.wav,527,0
C:\STREAMSENSE\data\raw\yes\37dca74f_nohash_4.wav,527,0
C:\STREAMSENSE\data\raw\no\37dca74f_nohash_0.wav,527,1
C:\STREAMSENSE\data\raw\no\37dca74f_nohash_1.wav,527,1
C:\STREAMSENSE\data\raw\no\37dca74f_nohash_2.wav,527,1
C:\STREAMSENSE\data\raw\no\37dca74f_nohash_3.wav,527,1
C:\STREAMSENSE\data\raw\up\37dca74f_nohash_0.wav,527,2
C:\STREAMSENSE\data\raw\up\37dca74f_nohash_1.wav,527,2
C:\STREAMSENSE\data\raw\up\37dca74f_nohash_2.wav,527,2
C:\STREAMSENSE\data\raw\up\37dca74f_nohash_3.wav,527,2
C:\STREAMSENSE\data\raw\up\37dca74f_nohash_4.wav,527,2
C:\STREAMSENSE\data\raw\down\37dca74f_nohash_0.wav,527,3
C:\STREAMSENSE\data\raw\down\37dca74f_nohash_1.wav,527,3
C:\STREAMSENSE\data\raw\down\37dca74f_nohash_2.wav,527,3
C:\STREAMSENSE\data\raw\down\37dca74f_nohash_3.wav,527,3
C:\STREAMSENSE\data\raw\left\37dca74f_nohash_0.wav,527,4
C:\STREAMSENSE\data\raw\left\37dca74f_nohash_1.wav,527,4
C:\STREAMSENSE\data\raw\left\37dca74f_nohash_2.wav,527,4
C:\STREAMSENSE\data\raw\left\37dca74f_nohash_3.wav,527,4
C:\STREAMSENSE\data\raw\right\37dca74f_nohash_0.wav,527,5
C:\STREAMSENSE\data\raw\right\37dca74f_nohash_1.wav,527,5
C:\STREAMSENSE\data\raw\right\37dca74f_nohash_2.wav,527,5
C:\STREAMSENSE\data\raw\right\37dca74f_nohash_3.wav,527,5
C:\STREAMSENSE\data\raw\on\37dca74f_nohash_0.wav,527,6
C:\STREAMSENSE\data\raw\on\37dca74f_nohash_1.wav,527,6
C:\STREAMSENSE\data\raw\on\37dca74f_nohash_2.wav,527,6
C:\STREAMSENSE\data\raw\on\37dca74f_nohash_3.wav,527,6
C:\STREAMSENSE\data\raw\off\37dca74f_nohash_0.wav,527,7
C:\STREAMSENSE\data\raw\off\37dca74f_nohash_1.wav,527,7
C:\STREAMSENSE\data\raw\off\37dca74f_nohash_2.wav,527,7
C:\STREAMSENSE\data\raw\off\37dca74f_nohash_3.wav,527,7
C:\STREAMSENSE\data\raw\off\37dca74f_nohash_4.wav,527,7
C:\STREAMSENSE\data\raw\stop\37dca74f_nohash_0.wav,527,8
C:\STREAMSENSE\data\raw\stop\37dca74f_nohash_1.wav,527,8
C:\STREAMSENSE\data\raw\stop\37dca74f_nohash_2.wav,527,8
C:\STREAMSENSE\data\raw\stop\37dca74f_nohash_3.wav,527,8
C:\STREAMSENSE\data\raw\stop\37dca74f_nohash_4.wav,527,8
C:\STREAMSENSE\data\raw\go\37dca74f_nohash_0.wav,527,9
C:\STREAMSENSE\data\raw\go\37dca74f_nohash_1.wav,527,9
C:\STREAMSENSE\data\raw\go\37dca74f_nohash_2.wav,527,9
C:\STREAMSENSE\data\raw\go\37dca74f_nohash_3.wav,527,9
C:\STREAMSENSE\data\raw\yes\472b8045_nohash_0.wav,676,0
C:\STREAMSENSE\data\raw\yes\472b8045_nohash_1.wav,676,0
C:\STREAMSENSE\data\raw\yes\472b8045_nohash_2.wav,676,0
C:\STREAMSENSE\data\raw\yes\472b8045_nohash_3.wav,676,0
C:\STREAMSENSE\data\raw\yes\472b8045_nohash_4.wav,676,0
C:\STREAMSENSE\data\raw\no\472b8045_nohash_0.wav,676,1
C:\STREAMSENSE\data\raw\no\472b8045_nohash_1.wav,676,1
C:\STREAMSENSE\data\raw\no\472b8045_nohash_2.wav,676,1
C:\STREAMSENSE\data\raw\no\472b8045_nohash_3.wav,676,1
C:\STREAMSENSE\data\raw\no\472b8045_nohash_4.wav,676,1
C:\STREAMSENSE\data\raw\up\472b8045_nohash_0.wav,676,2
C:\STREAMSENSE\data\raw\up\472b8045_nohash_1.wav,676,2
C:\STREAMSENSE\data\raw\up\472b8045_nohash_2.wav,676,2
C:\STREAMSENSE\data\raw\up\472b8045_nohash_3.wav,676,2
C:\STREAMSENSE\data\raw\up\472b8045_nohash_4.wav,676,2
C:\STREAMSENSE\data\raw\down\472b8045_nohash_0.wav,676,3
C:\STREAMSENSE\data\raw\down\472b8045_nohash_1.wav,676,3
C:\STREAMSENSE\data\raw\down\472b8045_nohash_2.wav,676,3
C:\STREAMSENSE\data\raw\down\472b8045_nohash_3.wav,676,3
C:\STREAMSENSE\data\raw\down\472b8045_nohash_4.wav,676,3
C:\STREAMSENSE\data\raw\left\472b8045_nohash_0.wav,676,4
C:\STREAMSENSE\data\raw\left\472b8045_nohash_1.wav,676,4
C:\STREAMSENSE\data\raw\left\472b8045_nohash_2.wav,676,4
C:\STREAMSENSE\data\raw\left\472b8045_nohash_3.wav,676,4
C:\STREAMSENSE\data\raw\left\472b8045_nohash_4.wav,676,4
C:\STREAMSENSE\data\raw\right\472b8045_nohash_0.wav,676,5
C:\STREAMSENSE\data\raw\right\472b8045_nohash_1.wav,676,5
C:\STREAMSENSE\data\raw\right\472b8045_nohash_2.wav,676,5
C:\STREAMSENSE\data\raw\right\472b8045_nohash_3.wav,676,5
C:\STREAMSENSE\data\raw\right\472b8045_nohash_4.wav,676,5
C:\STREAMSENSE\data\raw\on\472b8045_nohash_0.wav,676,6
C:\STREAMSENSE\data\raw\on\472b8045_nohash_1.wav,676,6
C:\STREAMSENSE\data\raw\on\472b8045_nohash_2.wav,676,6
C:\STREAMSENSE\data\raw\on\472b8045_nohash_3.wav,676,6
C:\STREAMSENSE\data\raw\on\472b8045_nohash_4.wav,676,6
C:\STREAMSENSE\data\raw\off\472b8045_nohash_0.wav,676,7
C:\STREAMSENSE\data\raw\off\472b8045_nohash_1.wav,676,7
C:\STREAMSENSE\data\raw\off\472b8045_nohash_2.wav,676,7
C:\STREAMSENSE\data\raw\off\472b8045_nohash_3.wav,676,7
C:\STREAMSENSE\data\raw\off\472b8045_nohash_4.wav,676,7
C:\STREAMSENSE\data\raw\stop\472b8045_nohash_0.wav,676,8
C:\STREAMSENSE\data\raw\stop\472b8045_nohash_1.wav,676,8
C:\STREAMSENSE\data\raw\stop\472b8045_nohash_2.wav,676,8
C:\STREAMSENSE\data\raw\stop\472b8045_nohash_3.wav,676,8
C:\STREAMSENSE\data\raw\stop\472b8045_nohash_4.wav,676,8
C:\STREAMSENSE\data\raw\go\472b8045_nohash_0.wav,676,9
C:\STREAMSENSE\data\raw\go\472b8045_nohash_1.wav,676,9
C:\STREAMSENSE\data\raw\go\472b8045_nohash_2.wav,676,9
C:\STREAMSENSE\data\raw\go\472b8045_nohash_3.wav,676,9
C:\STREAMSENSE\data\raw\go\472b8045_nohash_4.wav,676,9
C:\STREAMSENSE\data\raw\no\9f6fbdb4_nohash_0.wav,1480,1
C:\STREAMSENSE\data\raw\no\9f6fbdb4_nohash_1.wav,1480,1
C:\STREAMSENSE\data\raw\left\9f6fbdb4_nohash_0.wav,1480,4
C:\STREAMSENSE\data\raw\off\9f6fbdb4_nohash_0.wav,1480,7
C:\STREAMSENSE\data\raw\off\9f6fbdb4_nohash_1.wav,1480,7
C:\STREAMSENSE\data\raw\yes\f6617a86_nohash_0.wav,2314,0
C:\STREAMSENSE\data\raw\yes\f6617a86_nohash_1.wav,2314,0
C:\STREAMSENSE\data\raw\yes\f6617a86_nohash_2.wav,2314,0
C:\STREAMSENSE\data\raw\no\f6617a86_nohash_0.wav,2314,1
C:\STREAMSENSE\data\raw\no\f6617a86_nohash_1.wav,2314,1
C:\STREAMSENSE\data\raw\up\f6617a86_nohash_0.wav,2314,2
C:\STREAMSENSE\data\raw\up\f6617a86_nohash_1.wav,2314,2
C:\STREAMSENSE\data\raw\down\f6617a86_nohash_0.wav,2314,3
C:\STREAMSENSE\data\raw\left\f6617a86_nohash_0.wav,2314,4
C:\STREAMSENSE\data\raw\left\f6617a86_nohash_1.wav,2314,4
C:\STREAMSENSE\data\raw\left\f6617a86_nohash_2.wav,2314,4
C:\STREAMSENSE\data\raw\on\f6617a86_nohash_0.wav,2314,6
C:\STREAMSENSE\data\raw\stop\f6617a86_nohash_0.wav,2314,8
C:\STREAMSENSE\data\raw\stop\f6617a86_nohash_1.wav,2314,8
C:\STREAMSENSE\data\raw\go\f6617a86_nohash_0.wav,2314,9
